gene_id	cons_num	cons_bp	cons_prop
ENSG00000101405	23	2291	0.0453654
ENSG00000101407	28	2691	0.0532861
ENSG00000101412	24	2144	0.0424546
ENSG00000101413	71	7793	0.1543138
ENSG00000101417	19	1872	0.0370686
ENSG00000101421	19	2100	0.0415833
ENSG00000101425	9	504	0.0099800
ENSG00000101435	1	21	0.0004158
ENSG00000101438	28	2691	0.0532861
ENSG00000101439	0	0	0.0000000
ENSG00000101440	17	1151	0.0227916
ENSG00000101441	0	0	0.0000000
ENSG00000101442	25	3260	0.0645532
ENSG00000101443	11	1206	0.0238807
ENSG00000101444	6	447	0.0088513
ENSG00000101445	15	1456	0.0288311
ENSG00000101446	5	214	0.0042375
ENSG00000101447	27	2463	0.0487713
ENSG00000101448	4	238	0.0047128
ENSG00000101452	25	2192	0.0434051
ENSG00000101457	13	842	0.0166729
ENSG00000101460	23	2294	0.0454248
ENSG00000101463	13	632	0.0125146
ENSG00000101464	57	7614	0.1507693
ENSG00000101470	56	4300	0.0851468
ENSG00000101473	74	6040	0.1196016
ENSG00000101474	22	1780	0.0352468
ENSG00000101489	47	5633	0.1115423
ENSG00000101493	42	2392	0.0473654
ENSG00000101542	35	2933	0.0580781
ENSG00000101544	8	529	0.0104750
ENSG00000101546	3	288	0.0057029
ENSG00000101557	14	2654	0.0525534
ENSG00000101558	9	454	0.0089899
ENSG00000101574	37	2906	0.0575434
ENSG00000101577	9	511	0.0101186
ENSG00000101596	20	1631	0.0322964
ENSG00000101605	33	2575	0.0509891
ENSG00000101608	29	1929	0.0381973
ENSG00000101624	11	553	0.0109503
ENSG00000101638	6	665	0.0131681
ENSG00000101639	24	3159	0.0625532
ENSG00000101654	8	355	0.0070296
ENSG00000101665	42	4320	0.0855429
ENSG00000101670	5	250	0.0049504
ENSG00000101680	7	578	0.0114453
ENSG00000101695	9	663	0.0131285
ENSG00000101745	28	2472	0.0489495
ENSG00000101746	16	1760	0.0348508
ENSG00000101751	31	2087	0.0413259
ENSG00000101752	30	2497	0.0494446
ENSG00000101773	19	2210	0.0437615
ENSG00000101782	17	1060	0.0209897
ENSG00000101811	7	745	0.0147522
ENSG00000101812	0	0	0.0000000
ENSG00000101825	1	33	0.0006535
ENSG00000101842	9	790	0.0156433
ENSG00000101843	42	3629	0.0718600
ENSG00000101844	56	3968	0.0785727
ENSG00000101846	3	133	0.0026336
ENSG00000101849	10	1485	0.0294054
ENSG00000101850	9	597	0.0118215
ENSG00000101856	12	1216	0.0240787
ENSG00000101868	27	2681	0.0530881
ENSG00000101871	62	5443	0.1077800
ENSG00000101882	1	44	0.0008713
ENSG00000101883	0	0	0.0000000
ENSG00000101888	4	245	0.0048514
ENSG00000101890	8	706	0.0139799
ENSG00000101892	34	3748	0.0742164
ENSG00000101898	15	1673	0.0331281
ENSG00000101901	15	1950	0.0386131
ENSG00000101911	14	1005	0.0199006
ENSG00000101916	39	3141	0.0621968
ENSG00000101928	17	2028	0.0401576
ENSG00000101935	35	5952	0.1178591
ENSG00000101938	21	2524	0.0499792
ENSG00000101940	26	3487	0.0690481
ENSG00000101945	7	2022	0.0400388
ENSG00000101951	6	957	0.0189501
ENSG00000101955	30	2076	0.0411081
ENSG00000101958	40	3606	0.0714045
ENSG00000101966	7	713	0.0141185
ENSG00000101972	37	4136	0.0818994
ENSG00000101974	18	1347	0.0266727
ENSG00000101977	60	5384	0.1066118
ENSG00000101981	19	1079	0.0213659
ENSG00000101986	27	2797	0.0553850
ENSG00000101997	81	7020	0.1390072
ENSG00000102001	47	4703	0.0931269
ENSG00000102003	74	6069	0.1201758
ENSG00000102007	18	973	0.0192669
ENSG00000102010	33	2976	0.0589295
ENSG00000102021	17	2057	0.0407319
ENSG00000102024	20	1801	0.0356627
ENSG00000102030	76	8884	0.1759173
ENSG00000102032	59	7891	0.1562543
ENSG00000102034	51	4729	0.0936417
ENSG00000102038	71	5535	0.1096018
ENSG00000102043	2	409	0.0080988
ENSG00000102048	30	1931	0.0382369
ENSG00000102053	0	0	0.0000000
ENSG00000102054	26	2300	0.0455437
ENSG00000102055	26	2856	0.0565533
ENSG00000102057	28	2937	0.0581573
ENSG00000102076	16	2113	0.0418408
ENSG00000102078	8	1032	0.0204352
ENSG00000102081	19	3278	0.0649096
ENSG00000102096	47	6085	0.1204927
ENSG00000102098	15	1217	0.0240985
ENSG00000102100	53	7040	0.1394032
ENSG00000102103	0	0	0.0000000
ENSG00000102104	52	3450	0.0683155
ENSG00000102109	1	118	0.0023366
ENSG00000102119	49	6300	0.1247500
ENSG00000102125	30	2542	0.0503356
ENSG00000102128	9	3004	0.0594840
ENSG00000102144	20	1415	0.0280192
ENSG00000102145	7	679	0.0134453
ENSG00000102158	27	2269	0.0449298
ENSG00000102172	28	2993	0.0592662
ENSG00000102174	27	2693	0.0533257
ENSG00000102178	30	3046	0.0603156
ENSG00000102181	12	1254	0.0248312
ENSG00000102189	3	334	0.0066137
ENSG00000102195	12	774	0.0153264
ENSG00000102218	17	1355	0.0268312
ENSG00000102225	47	6353	0.1257995
ENSG00000102226	66	9953	0.1970852
ENSG00000102230	47	4675	0.0925724
ENSG00000102239	26	2876	0.0569494
ENSG00000102241	45	4103	0.0812459
ENSG00000102243	59	4543	0.0899586
ENSG00000102245	32	3515	0.0696026
ENSG00000102265	36	4168	0.0825330
ENSG00000102271	8	788	0.0156037
ENSG00000102287	5	325	0.0064355
ENSG00000102290	42	2367	0.0468704
ENSG00000102302	25	2610	0.0516821
ENSG00000102309	46	4827	0.0955823
ENSG00000102312	36	2481	0.0491277
ENSG00000102313	49	5168	0.1023346
ENSG00000102316	32	2946	0.0583355
ENSG00000102317	19	2130	0.0421774
ENSG00000102349	14	935	0.0185145
ENSG00000102359	63	5216	0.1032851
ENSG00000102362	10	1154	0.0228510
ENSG00000102383	7	645	0.0127720
ENSG00000102384	50	4909	0.0972060
ENSG00000102385	23	2359	0.0467119
ENSG00000102387	8	718	0.0142175
ENSG00000102390	3	224	0.0044356
ENSG00000102393	14	3532	0.0699392
ENSG00000102401	14	1527	0.0302370
ENSG00000102409	0	0	0.0000000
ENSG00000102445	3	442	0.0087523
ENSG00000102452	18	1772	0.0350884
ENSG00000102466	8	1351	0.0267519
ENSG00000102468	7	500	0.0099008
ENSG00000102471	17	1208	0.0239203
ENSG00000102524	35	4973	0.0984733
ENSG00000102531	45	3938	0.0779787
ENSG00000102539	40	5762	0.1140968
ENSG00000102543	24	3955	0.0783153
ENSG00000102547	35	2132	0.0422170
ENSG00000102554	27	2618	0.0518406
ENSG00000102572	9	891	0.0176432
ENSG00000102575	8	344	0.0068117
ENSG00000102580	23	1943	0.0384745
ENSG00000102595	58	5850	0.1158393
ENSG00000102606	0	0	0.0000000
ENSG00000102678	26	2386	0.0472466
ENSG00000102683	9	599	0.0118612
ENSG00000102699	0	0	0.0000000
ENSG00000102710	16	2070	0.0409893
ENSG00000102738	14	1172	0.0232075
ENSG00000102743	25	1301	0.0257619
ENSG00000102753	13	1098	0.0217421
ENSG00000102755	17	1364	0.0270094
ENSG00000102760	3	102	0.0020198
ENSG00000102763	20	1335	0.0264351
ENSG00000102780	15	1240	0.0245540
ENSG00000102781	27	1754	0.0347320
ENSG00000102786	15	1562	0.0309301
ENSG00000102794	6	399	0.0079008
ENSG00000102796	14	1336	0.0264549
ENSG00000102802	36	2498	0.0494644
ENSG00000102804	29	2038	0.0403556
ENSG00000102805	20	1461	0.0289301
ENSG00000102837	60	5327	0.1054831
ENSG00000102854	48	2989	0.0591869
ENSG00000102858	19	1678	0.0332271
ENSG00000102870	11	1233	0.0244154
ENSG00000102871	132	8986	0.1779371
ENSG00000102878	51	4213	0.0834241
ENSG00000102879	3	297	0.0058811
ENSG00000102882	6	547	0.0108315
ENSG00000102886	27	2517	0.0498406
ENSG00000102890	109	7235	0.1432645
ENSG00000102891	16	1031	0.0204154
ENSG00000102893	14	1429	0.0282965
ENSG00000102897	80	6888	0.1363933
ENSG00000102898	52	4893	0.0968892
ENSG00000102900	13	992	0.0196432
ENSG00000102901	69	6810	0.1348488
ENSG00000102904	20	1435	0.0284153
ENSG00000102908	45	3030	0.0599988
ENSG00000102910	25	1337	0.0264747
ENSG00000102921	0	0	0.0000000
ENSG00000102924	48	4492	0.0889487
ENSG00000102931	42	4938	0.0977802
ENSG00000102934	9	520	0.0102968
ENSG00000102935	15	1772	0.0350884
ENSG00000102962	4	209	0.0041385
ENSG00000102967	30	1133	0.0224352
ENSG00000102970	16	665	0.0131681
ENSG00000102974	62	4924	0.0975030
ENSG00000102977	31	3877	0.0767708
ENSG00000102978	46	2833	0.0560979
ENSG00000102981	84	8335	0.1650462
ENSG00000102984	39	2862	0.0566721
ENSG00000102996	50	4046	0.0801172
ENSG00000103005	30	2980	0.0590087
ENSG00000103018	36	2786	0.0551672
ENSG00000103021	19	1243	0.0246134
ENSG00000103023	5	284	0.0056237
ENSG00000103024	60	3768	0.0746124
ENSG00000103034	9	518	0.0102572
ENSG00000103035	45	4666	0.0923942
ENSG00000103037	39	2358	0.0466921
ENSG00000103042	17	1785	0.0353458
ENSG00000103043	45	2822	0.0558801
ENSG00000103044	27	1786	0.0353656
ENSG00000103047	40	2192	0.0434051
ENSG00000103051	43	4788	0.0948100
ENSG00000103056	26	1889	0.0374052
ENSG00000103061	38	2887	0.0571672
ENSG00000103064	71	6373	0.1261955
ENSG00000103066	60	5525	0.1094038
ENSG00000103067	27	2784	0.0551276
ENSG00000103089	4	900	0.0178214
ENSG00000103091	21	2027	0.0401378
ENSG00000103111	14	1680	0.0332667
ENSG00000103126	59	2900	0.0574246
ENSG00000103145	51	3339	0.0661175
ENSG00000103148	22	977	0.0193462
ENSG00000103150	12	1119	0.0221580
ENSG00000103152	45	4171	0.0825924
ENSG00000103154	17	1395	0.0276232
ENSG00000103160	36	1836	0.0363557
ENSG00000103168	20	1510	0.0299004
ENSG00000103174	37	1573	0.0311479
ENSG00000103175	13	489	0.0096830
ENSG00000103184	23	831	0.0164551
ENSG00000103187	21	2348	0.0464941
ENSG00000103194	24	2902	0.0574642
ENSG00000103196	15	1529	0.0302766
ENSG00000103197	51	3599	0.0712659
ENSG00000103199	46	4107	0.0813251
ENSG00000103202	55	2916	0.0577414
ENSG00000103222	0	0	0.0000000
ENSG00000103226	18	1046	0.0207125
ENSG00000103227	32	2252	0.0445932
ENSG00000103241	46	3775	0.0747510
ENSG00000103245	31	1510	0.0299004
ENSG00000103248	48	4707	0.0932061
ENSG00000103249	37	2852	0.0564741
ENSG00000103253	66	7372	0.1459773
ENSG00000103254	72	7935	0.1571256
ENSG00000103257	17	898	0.0177818
ENSG00000103260	81	8420	0.1667294
ENSG00000103264	50	5731	0.1134829
ENSG00000103266	116	6593	0.1305519
ENSG00000103269	114	5853	0.1158987
ENSG00000103274	10	475	0.0094058
ENSG00000103275	8	201	0.0039801
ENSG00000103310	29	2688	0.0532267
ENSG00000103313	22	3915	0.0775232
ENSG00000103316	3	211	0.0041781
ENSG00000103319	23	1316	0.0260589
ENSG00000103326	19	1689	0.0334449
ENSG00000103335	37	2295	0.0454446
ENSG00000103342	8	629	0.0124552
ENSG00000103343	9	660	0.0130690
ENSG00000103351	21	1591	0.0315043
ENSG00000103353	24	1789	0.0354250
ENSG00000103355	4	95	0.0018812
ENSG00000103356	44	4214	0.0834439
ENSG00000103363	5	260	0.0051484
ENSG00000103365	40	3784	0.0749292
ENSG00000103375	7	393	0.0077820
ENSG00000103381	6	585	0.0115839
ENSG00000103404	23	1831	0.0362567
ENSG00000103415	31	2625	0.0519792
ENSG00000103423	60	3179	0.0629492
ENSG00000103426	32	2667	0.0528108
ENSG00000103429	26	1853	0.0366923
ENSG00000103449	56	5140	0.1017802
ENSG00000103460	49	4659	0.0922556
ENSG00000103479	1	6	0.0001188
ENSG00000103485	2	124	0.0024554
ENSG00000103489	17	1543	0.0305539
ENSG00000103490	12	1486	0.0294252
ENSG00000103494	32	3875	0.0767312
ENSG00000103495	23	2349	0.0465139
ENSG00000103496	47	4485	0.0888101
ENSG00000103502	49	5476	0.1084335
ENSG00000103507	73	7197	0.1425120
ENSG00000103510	78	6983	0.1382745
ENSG00000103512	1	99	0.0019604
ENSG00000103522	13	726	0.0143760
ENSG00000103528	31	1768	0.0350092
ENSG00000103534	4	165	0.0032673
ENSG00000103540	36	2519	0.0498802
ENSG00000103544	75	5294	0.1048296
ENSG00000103546	14	1095	0.0216827
ENSG00000103549	72	10624	0.2103721
ENSG00000103550	32	2557	0.0506327
ENSG00000103569	7	427	0.0084553
ENSG00000103591	37	3336	0.0660581
ENSG00000103599	40	2225	0.0440585
ENSG00000103642	22	1178	0.0233263
ENSG00000103647	10	759	0.0150294
ENSG00000103653	33	1735	0.0343558
ENSG00000103657	13	1004	0.0198808
ENSG00000103671	33	2865	0.0567315
ENSG00000103707	47	3359	0.0665135
ENSG00000103710	36	3261	0.0645730
ENSG00000103723	14	893	0.0176828
ENSG00000103740	34	3219	0.0637413
ENSG00000103742	27	4021	0.0796222
ENSG00000103769	40	5219	0.1033445
ENSG00000103811	17	1950	0.0386131
ENSG00000103852	19	1424	0.0281975
ENSG00000103855	8	698	0.0138215
ENSG00000103876	11	1738	0.0344152
ENSG00000103888	20	2004	0.0396824
ENSG00000103932	54	4757	0.0941962
ENSG00000103942	32	2766	0.0547712
ENSG00000103966	48	2746	0.0543752
ENSG00000103978	32	2208	0.0437219
ENSG00000103994	29	2225	0.0440585
ENSG00000103995	24	2415	0.0478208
ENSG00000104043	23	1717	0.0339993
ENSG00000104044	30	4255	0.0842558
ENSG00000104047	9	730	0.0144552
ENSG00000104055	24	1796	0.0355637
ENSG00000104059	6	632	0.0125146
ENSG00000104064	8	698	0.0138215
ENSG00000104067	13	1083	0.0214451
ENSG00000104081	17	985	0.0195046
ENSG00000104093	12	812	0.0160789
ENSG00000104112	9	948	0.0187719
ENSG00000104129	56	3348	0.0662957
ENSG00000104131	50	8367	0.1656799
ENSG00000104133	20	1545	0.0305935
ENSG00000104140	47	7252	0.1436011
ENSG00000104142	44	3529	0.0698798
ENSG00000104147	19	981	0.0194254
ENSG00000104154	16	1156	0.0228906
ENSG00000104164	11	851	0.0168512
ENSG00000104177	57	4578	0.0906517
ENSG00000104205	25	4373	0.0865923
ENSG00000104213	24	2396	0.0474446
ENSG00000104218	47	4186	0.0828894
ENSG00000104219	27	2530	0.0500980
ENSG00000104221	41	2741	0.0542762
ENSG00000104228	18	1742	0.0344944
ENSG00000104231	19	1607	0.0318212
ENSG00000104237	15	1368	0.0270886
ENSG00000104267	37	2376	0.0470486
ENSG00000104290	39	2771	0.0548702
ENSG00000104299	33	2776	0.0549692
ENSG00000104312	5	369	0.0073068
ENSG00000104313	44	4922	0.0974634
ENSG00000104320	26	1881	0.0372468
ENSG00000104321	10	479	0.0094850
ENSG00000104324	23	2373	0.0469892
ENSG00000104325	29	1728	0.0342171
ENSG00000104327	22	1145	0.0226728
ENSG00000104331	8	677	0.0134057
ENSG00000104332	37	2180	0.0431675
ENSG00000104341	13	2090	0.0413853
ENSG00000104343	7	921	0.0182373
ENSG00000104356	25	1692	0.0335043
ENSG00000104361	46	3845	0.0761371
ENSG00000104365	4	182	0.0036039
ENSG00000104368	8	248	0.0049108
ENSG00000104369	45	3988	0.0789687
ENSG00000104371	37	3528	0.0698600
ENSG00000104375	95	8354	0.1654225
ENSG00000104381	36	3459	0.0684937
ENSG00000104388	12	904	0.0179006
ENSG00000104408	38	3725	0.0737609
ENSG00000104412	41	3437	0.0680581
ENSG00000104413	15	1421	0.0281381
ENSG00000104415	13	516	0.0102176
ENSG00000104419	3	100	0.0019802
ENSG00000104427	8	547	0.0108315
ENSG00000104432	9	546	0.0108117
ENSG00000104435	24	1962	0.0388507
ENSG00000104442	20	1426	0.0282371
ENSG00000104447	15	1749	0.0346330
ENSG00000104450	40	3281	0.0649690
ENSG00000104472	5	442	0.0087523
ENSG00000104490	8	436	0.0086335
ENSG00000104497	19	1303	0.0258015
ENSG00000104499	5	233	0.0046138
ENSG00000104517	16	1308	0.0259005
ENSG00000104518	30	3110	0.0615829
ENSG00000104522	3	908	0.0179798
ENSG00000104524	16	1958	0.0387715
ENSG00000104529	34	2163	0.0428308
ENSG00000104537	28	2119	0.0419596
ENSG00000104549	12	1660	0.0328706
ENSG00000104611	8	325	0.0064355
ENSG00000104613	8	718	0.0142175
ENSG00000104626	1	30	0.0005940
ENSG00000104635	20	1479	0.0292865
ENSG00000104643	8	707	0.0139997
ENSG00000104660	15	995	0.0197026
ENSG00000104671	24	1795	0.0355439
ENSG00000104679	17	1973	0.0390685
ENSG00000104687	10	694	0.0137423
ENSG00000104689	17	1973	0.0390685
ENSG00000104691	18	1277	0.0252866
ENSG00000104695	42	2648	0.0524346
ENSG00000104714	13	1184	0.0234451
ENSG00000104722	30	2320	0.0459397
ENSG00000104723	25	2376	0.0470486
ENSG00000104728	4	246	0.0048712
ENSG00000104731	4	242	0.0047920
ENSG00000104738	38	3101	0.0614047
ENSG00000104755	0	0	0.0000000
ENSG00000104756	20	1139	0.0225540
ENSG00000104760	32	3780	0.0748500
ENSG00000104763	3	113	0.0022376
ENSG00000104765	27	4055	0.0802954
ENSG00000104774	75	7330	0.1451456
ENSG00000104783	5	446	0.0088315
ENSG00000104804	14	1585	0.0313855
ENSG00000104805	16	2137	0.0423160
ENSG00000104808	10	1136	0.0224946
ENSG00000104812	15	1706	0.0337815
ENSG00000104814	36	3914	0.0775034
ENSG00000104818	22	2826	0.0559593
ENSG00000104823	32	6085	0.1204927
ENSG00000104824	26	2354	0.0466129
ENSG00000104825	27	2693	0.0533257
ENSG00000104826	8	825	0.0163363
ENSG00000104827	9	1796	0.0355637
ENSG00000104833	3	127	0.0025148
ENSG00000104835	12	873	0.0172868
ENSG00000104848	25	4885	0.0967308
ENSG00000104852	10	1850	0.0366329
ENSG00000104853	7	830	0.0164353
ENSG00000104856	22	2923	0.0578800
ENSG00000104859	27	2872	0.0568702
ENSG00000104863	19	4265	0.0844538
ENSG00000104866	33	3821	0.0756619
ENSG00000104870	29	3265	0.0646522
ENSG00000104872	30	3332	0.0659789
ENSG00000104879	36	3916	0.0775430
ENSG00000104880	3	103	0.0020396
ENSG00000104881	12	997	0.0197422
ENSG00000104883	49	4798	0.0950080
ENSG00000104884	29	2940	0.0582167
ENSG00000104885	30	3155	0.0624740
ENSG00000104886	49	3402	0.0673650
ENSG00000104888	30	3216	0.0636819
ENSG00000104889	83	6960	0.1378191
ENSG00000104892	19	3023	0.0598602
ENSG00000104894	3	222	0.0043960
ENSG00000104897	65	4734	0.0937407
ENSG00000104899	75	5415	0.1072256
ENSG00000104901	21	2459	0.0486921
ENSG00000104903	54	4413	0.0873844
ENSG00000104904	63	4399	0.0871072
ENSG00000104907	48	3592	0.0711273
ENSG00000104915	28	1330	0.0263361
ENSG00000104918	57	5373	0.1063939
ENSG00000104921	4	98	0.0019406
ENSG00000104936	38	6892	0.1364725
ENSG00000104938	4	98	0.0019406
ENSG00000104941	35	4512	0.0893448
ENSG00000104946	36	4816	0.0953645
ENSG00000104951	8	1133	0.0224352
ENSG00000104953	0	0	0.0000000
ENSG00000104957	12	1258	0.0249104
ENSG00000104960	35	5128	0.1015425
ENSG00000104964	7	825	0.0163363
ENSG00000104967	10	1152	0.0228114
ENSG00000104969	13	1230	0.0243560
ENSG00000104972	2	110	0.0021782
ENSG00000104973	29	4397	0.0870676
ENSG00000104974	0	0	0.0000000
ENSG00000104976	47	5788	0.1146116
ENSG00000104979	26	2529	0.0500782
ENSG00000104980	19	3097	0.0613255
ENSG00000104983	15	2383	0.0471872
ENSG00000104998	24	1959	0.0387913
ENSG00000105011	78	9098	0.1801548
ENSG00000105048	45	3203	0.0634245
ENSG00000105053	4	421	0.0083365
ENSG00000105058	16	1127	0.0223164
ENSG00000105063	28	3375	0.0668304
ENSG00000105072	13	937	0.0185541
ENSG00000105085	14	794	0.0157225
ENSG00000105088	49	3087	0.0611275
ENSG00000105122	23	1035	0.0204946
ENSG00000105127	38	6584	0.1303737
ENSG00000105131	41	5377	0.1064731
ENSG00000105135	28	3626	0.0718006
ENSG00000105136	7	959	0.0189897
ENSG00000105137	10	1055	0.0208907
ENSG00000105141	12	863	0.0170888
ENSG00000105143	8	317	0.0062771
ENSG00000105146	11	903	0.0178808
ENSG00000105171	13	1475	0.0292073
ENSG00000105173	12	1370	0.0271282
ENSG00000105176	15	1761	0.0348706
ENSG00000105185	9	799	0.0158215
ENSG00000105186	16	1502	0.0297420
ENSG00000105193	44	4840	0.0958397
ENSG00000105197	40	4691	0.0928892
ENSG00000105198	0	0	0.0000000
ENSG00000105202	33	2438	0.0482763
ENSG00000105204	33	2887	0.0571672
ENSG00000105205	0	0	0.0000000
ENSG00000105219	19	2395	0.0474248
ENSG00000105220	34	5199	0.1029485
ENSG00000105221	11	1176	0.0232867
ENSG00000105223	14	1436	0.0284351
ENSG00000105227	22	2205	0.0436625
ENSG00000105229	31	3766	0.0745728
ENSG00000105245	28	3381	0.0669492
ENSG00000105246	29	2232	0.0441971
ENSG00000105248	28	1975	0.0391081
ENSG00000105251	14	786	0.0155640
ENSG00000105254	37	3940	0.0780183
ENSG00000105255	18	1363	0.0269896
ENSG00000105258	23	1770	0.0350488
ENSG00000105261	30	3170	0.0627710
ENSG00000105270	15	1843	0.0364943
ENSG00000105278	15	1120	0.0221778
ENSG00000105281	3	198	0.0039207
ENSG00000105287	33	4943	0.0978793
ENSG00000105289	9	635	0.0125740
ENSG00000105290	47	4183	0.0828300
ENSG00000105298	30	2335	0.0462367
ENSG00000105321	23	4090	0.0809885
ENSG00000105323	35	3525	0.0698006
ENSG00000105325	32	1925	0.0381181
ENSG00000105327	20	2499	0.0494842
ENSG00000105329	18	2184	0.0432467
ENSG00000105339	1	62	0.0012277
ENSG00000105341	1	42	0.0008317
ENSG00000105352	1	87	0.0017227
ENSG00000105355	12	742	0.0146928
ENSG00000105357	2	145	0.0028712
ENSG00000105364	18	1450	0.0287123
ENSG00000105366	0	0	0.0000000
ENSG00000105369	23	2840	0.0562365
ENSG00000105370	11	474	0.0093860
ENSG00000105371	18	1069	0.0211679
ENSG00000105372	15	1902	0.0376626
ENSG00000105373	25	3864	0.0765133
ENSG00000105374	17	1120	0.0221778
ENSG00000105376	22	1438	0.0284747
ENSG00000105379	18	1293	0.0256035
ENSG00000105383	1	28	0.0005544
ENSG00000105388	0	0	0.0000000
ENSG00000105392	0	0	0.0000000
ENSG00000105393	38	3033	0.0600582
ENSG00000105397	22	2419	0.0479000
ENSG00000105398	0	0	0.0000000
ENSG00000105401	41	3191	0.0631869
ENSG00000105402	27	3705	0.0733649
ENSG00000105404	34	5086	0.1007109
ENSG00000105409	16	2509	0.0496822
ENSG00000105419	13	3478	0.0688699
ENSG00000105426	15	1218	0.0241183
ENSG00000105427	25	3404	0.0674046
ENSG00000105428	15	1248	0.0247124
ENSG00000105429	63	12898	0.2554009
ENSG00000105438	17	3519	0.0696818
ENSG00000105443	24	4690	0.0928694
ENSG00000105447	16	3476	0.0688303
ENSG00000105464	21	2653	0.0525336
ENSG00000105467	19	2816	0.0557613
ENSG00000105472	25	3348	0.0662957
ENSG00000105479	19	2911	0.0576424
ENSG00000105483	3	257	0.0050890
ENSG00000105486	6	1091	0.0216035
ENSG00000105492	0	0	0.0000000
ENSG00000105497	0	0	0.0000000
ENSG00000105499	16	1644	0.0325538
ENSG00000105501	7	1368	0.0270886
ENSG00000105507	1	40	0.0007921
ENSG00000105509	10	692	0.0137027
ENSG00000105514	59	3780	0.0748500
ENSG00000105516	30	3715	0.0735629
ENSG00000105518	59	3780	0.0748500
ENSG00000105519	15	930	0.0184155
ENSG00000105520	31	2004	0.0396824
ENSG00000105523	46	5601	0.1109087
ENSG00000105538	13	1802	0.0356825
ENSG00000105549	11	712	0.0140987
ENSG00000105550	26	4591	0.0909091
ENSG00000105552	11	1449	0.0286925
ENSG00000105556	4	350	0.0069306
ENSG00000105559	11	1231	0.0243758
ENSG00000105568	2	135	0.0026732
ENSG00000105576	53	5199	0.1029485
ENSG00000105583	75	7397	0.1464723
ENSG00000105605	35	5247	0.1038989
ENSG00000105607	46	4613	0.0913447
ENSG00000105609	1	89	0.0017623
ENSG00000105610	40	3795	0.0751470
ENSG00000105612	46	4164	0.0824538
ENSG00000105613	62	5149	0.1019584
ENSG00000105617	34	4658	0.0922358
ENSG00000105618	16	1462	0.0289499
ENSG00000105619	49	6934	0.1373042
ENSG00000105639	28	2113	0.0418408
ENSG00000105640	47	3043	0.0602562
ENSG00000105641	46	3369	0.0667116
ENSG00000105642	9	768	0.0152076
ENSG00000105643	19	1856	0.0367517
ENSG00000105647	52	4227	0.0837013
ENSG00000105649	32	2022	0.0400388
ENSG00000105650	16	1818	0.0359993
ENSG00000105655	17	1518	0.0300588
ENSG00000105656	28	1870	0.0370290
ENSG00000105662	39	4201	0.0831865
ENSG00000105664	18	1016	0.0201184
ENSG00000105668	28	3224	0.0638403
ENSG00000105669	47	3057	0.0605335
ENSG00000105671	29	2207	0.0437021
ENSG00000105672	22	2619	0.0518604
ENSG00000105675	2	228	0.0045148
ENSG00000105676	33	2631	0.0520980
ENSG00000105677	36	2690	0.0532663
ENSG00000105679	31	1995	0.0395042
ENSG00000105695	29	3258	0.0645136
ENSG00000105696	48	4078	0.0807509
ENSG00000105697	25	2796	0.0553652
ENSG00000105698	14	1448	0.0286727
ENSG00000105699	1	132	0.0026138
ENSG00000105700	20	1543	0.0305539
ENSG00000105701	28	1603	0.0317419
ENSG00000105705	28	2725	0.0539593
ENSG00000105707	40	3949	0.0781965
ENSG00000105708	0	0	0.0000000
ENSG00000105711	30	2974	0.0588899
ENSG00000105717	62	6880	0.1362349
ENSG00000105722	54	15196	0.3009049
ENSG00000105723	56	18064	0.3576959
ENSG00000105726	3	711	0.0140789
ENSG00000105732	16	2721	0.0538801
ENSG00000105737	43	7612	0.1507297
ENSG00000105738	15	1224	0.0242371
ENSG00000105750	0	0	0.0000000
ENSG00000105755	15	2020	0.0399992
ENSG00000105767	4	234	0.0046336
ENSG00000105771	14	1689	0.0334449
ENSG00000105778	18	1332	0.0263757
ENSG00000105784	10	630	0.0124750
ENSG00000105792	47	3509	0.0694838
ENSG00000105793	27	2458	0.0486723
ENSG00000105808	0	0	0.0000000
ENSG00000105810	35	2823	0.0558999
ENSG00000105819	8	955	0.0189105
ENSG00000105821	44	3506	0.0694244
ENSG00000105825	18	1578	0.0312469
ENSG00000105829	17	1883	0.0372864
ENSG00000105835	10	505	0.0099998
ENSG00000105849	33	2262	0.0447912
ENSG00000105851	17	996	0.0197224
ENSG00000105852	34	4594	0.0909685
ENSG00000105854	24	3412	0.0675630
ENSG00000105855	42	3239	0.0641373
ENSG00000105856	40	3122	0.0618206
ENSG00000105865	17	1195	0.0236629
ENSG00000105866	18	2235	0.0442565
ENSG00000105875	17	855	0.0169304
ENSG00000105877	15	3645	0.0721768
ENSG00000105879	35	2300	0.0455437
ENSG00000105880	23	3352	0.0663749
ENSG00000105887	14	819	0.0162175
ENSG00000105889	12	479	0.0094850
ENSG00000105894	34	2311	0.0457615
ENSG00000105926	38	3027	0.0599394
ENSG00000105928	27	1729	0.0342369
ENSG00000105929	21	1743	0.0345142
ENSG00000105939	30	2339	0.0463159
ENSG00000105948	23	1022	0.0202372
ENSG00000105953	30	3065	0.0606919
ENSG00000105954	69	5047	0.0999386
ENSG00000105963	23	1037	0.0205342
ENSG00000105967	17	745	0.0147522
ENSG00000105968	26	6471	0.1281361
ENSG00000105971	33	2339	0.0463159
ENSG00000105974	52	3063	0.0606523
ENSG00000105976	42	3020	0.0598008
ENSG00000105982	12	1678	0.0332271
ENSG00000105983	18	1716	0.0339795
ENSG00000105989	31	2828	0.0559989
